Author,Titulo,Review,OrigenAutor,FechaOpinion,FechaEstadia
,Santuario luciérnagas piedra canteada ,"HORRIBLE. Llegamos, solo nos cobraron la entrada normal, no nos preguntaron si solo íbamos al avistamiento o planeábamos quedarnos en el parque y dentro nos disponíamos empezar a acampar y nos salieron con que para acampar eran 100 pesos más POR PERSONA, además de que aparte nos cobraron la leña, 120 por carga (era demasiado grande para el espacio tan pequeño para hacer fogatas. El campamento se veía muy sucio porque todos los contenedores de basura estaban llenos, había restos de fogatas anteriores por todos lados.  A nuestro gusto la entrada  fue muy cara porque no había luz en los baños, ni papel ni jabón (tras pedirlos solo nos dieron papel , el jabón nunca llegó), estaban sucios, mucho menos había regaderas con agua caliente (ni funcionaban). La caminata y la experiencia de las luciérnagas está bien, pero por el precio es excesivo. El restaurante, súper equis la comida y cara. Si no es trucha no vale la pena. ","Toluca, México",9 de agosto de 2021,ago de 2021
,Bonito espectáculo en caminata nocturna,"Nosotros contratamos el recorrido con la agencia las 4e.  La experiencia en general bastante agradable. Te citan a las 5:00 pm en el pueblo de La Soledad cercano a Calpulalan. Transportan a los visitantes al sitio donde tienen sus cabañas y el punto de inicio del recorrido para el avistamiento en un remolque techado jalado por un tractor lo cual evita que tengas que caminar demasiado al sitio dr avistamiento. Esto muy conveniente para los adultos mayores y niños.Mientras se llega la hora apropiada para iniciar la caminata para el avistamiento, te incluyen algunas actividades que se sienten a veces un poco de relleno pero agradables al fin como una platica sobre especies del maíz, degustacion de atole, visita a un muy pequeño criadero de ajolotes y visita a una pequeña sección  restaurada del bosque para mostrarnos las plantas y árboles de la zona y degustacion de pulque.Al empezar a oscurecer te llevan en el remolque al punto del avistamiento que es una pequeña cañada a la que se debe bajar para ver a las luciérnagas. Es una camina realmente ligera.Afortunadamente fuimos entre semana y el grupo era pequeño y bastante educado que siguió las instrucciones del guía de GUARDAR SILENCIO, NO SACAR CELULAR, NO TOMAR FOTOS, ya que eso ahuyenta a las luciérnagas.Tuvimosas suerte de ver muchas luciérnagas que al ser sigilosos, respetuosos y hacernos uno con su entorno, las luciérnagas volaban entre nosotros. El pequeño segmento de bosque que caminamos se veía como luces en árboles de navidad. Un espectáculo muy agradable El recorrido con esta agencia podría sentirse corto pero la experiencia vale mucho la pena.He visto algunas opiniones sobre las expectativas que los turistas tenían. Basada en mi experiencia positiva te digo lo siguiente:1. No esperes ver la cantidad de luciérnagas que muestra la publicidad de las agencias. Si alguna vez viniste y lo viste así que bueno, tuviste suerte. Si no tienes suerte y ves pocas luciérnagas, no te quejes, es un riesgo que de antemano se tiene. Revisa las críticas sobre el servicio que ofrecen las agencias y cual te da la mejor oportunidad de tener un mejor avistamiento.2. Hace frío en la noche, para mi es mucho valor quedarse a acampar, pasar incomodidades en una cabaña o usar los baños que carecen de drenaje. Si no estas acostumbrado a esas limitaciones mejor quedate en un hotel en Calpulalpan. La agencia te facilita las reservaciones de tu preferencia y bolsillo. Nosotros nos quedamos en el Casa Rafaelita, bastante cómodo.3. Si tus niños pequeños son inquietos y le temen a la oscuridad, no los lleves, solo le vas a fastidiar el paseo a los demás. Para mi sorpresa dos niñas pequeñas que fueron al paseo que contratamos resultaron bastante educadas, quietecitas, caritas felices al contemplar la luz de las luciérnagas y preguntas inocentes a los guías.4. No seas necio, NO FOTOS, NO CELULARES, SILENCIO para contemplar a las luciérnagas.","Ciudad de México, México",22 de julio de 2021,jul de 2021
,Tomada de pelo ,"Hay muy pocas luciérnagas, muy por debajo de la expectativa y de la manera en que lo anuncian. No vale la pena el viaje. Será mejor dejar reposar a la naturaleza y no seguir explotando algo que ya realmente se agotó. ",,20 de julio de 2021,jul de 2021
,Canto del Bosque - Excelente!,"Primero, es conveniente especificar que esta opinión es sobre el lugar ""Canto del bosque"", pues al parecer esta página califica de manera genérica varios centros como ""Santuario de las Luciérnagas"" y evidentemente hay muchos proveedores bajo este concepto. Visita del 9 de julio de 2021.- Acotado lo anterior, mi percepción como Excelente del lugar se debe a: 1) Una buena comunicación vía whatsapp desde el inicio para resolver dudas y dar seguimiento a la reservación; 2) Todo el personal, desde la bienvenida al santuario, es sumamente amable y tienen muy presente la idea de ""nosotros lo hacemos, tú vienes a disfrutar"". Una grata felicitación a todos, particularmente para Andrea (nuestra guía) y Álvaro quien entregó la cabaña; 3) Nosotros rentamos un ""glamping"" y francamente excedió nuestras expectativas: la cama fue muy cómoda, la calidad de los blancos es buena, recibes un walkie-talkie para solicitar apoyo en cualquier momento del personal. Aunque el triangulito puede parecer pequeño, en realidad es acogedor, incluso tiene espacio al interior para una mesita y un par de bancos; 4) Conviene aclarar que, con el pago del hospedaje, este precio ya incluye el paseo nocturno, una carga de leña (generosa) y el desayuno de la mañana siguiente, que si bien se oferta como ""buffet"" en realidad es a la carta, con porciones muy razonables. El sazón es adecuado, y 5) Los paisajes, el entorno hacen que valga mucho la pena el viaje, fue excelente para desconectarse un rato. Respecto a la experiencia en sí, desde luego, no se percibe como se ve en algunas fotografías con exceso de luces, pero eso no demerita el espectáculo. Tuvimos suerte que ese día no llovió y tuvimos un buen avistamiento, los guías explican por qué salen por un espacio de unos 45 minutos aproximadamente y luego se ocultan. Finalmente, leo que algunas reseñas no recomiendan llevar niños, aunque en realidad en tanto sean educados y disciplinados no habría problema con el respeto y el guardar silencio. La caminata a pesar de que se realiza en oscuridad al regreso no representa una dificultad excesiva, el sendero no es silvestre. Saludos,","Ciudad de México, México",17 de julio de 2021,jul de 2021
,Luciérnagas,"El lugar muy caro para lo que ofrece, el servicio del restaurante muy lento y la comida fria. Las cabañas dejan mucho que desear para el $$$ éramos un grupo bastante grande y para nada están preparados, la reserva se hizo con 7 meses aprox de anticipación un viaje muy esperado que nos deja un mal sabor de boca!",,9 de julio de 2021,jul de 2021
,Santuario de luciernagas,Excelente lugar para convivir con la naturaleza. Varias buenas opciones para pasar el fin de semana con la familia.,,18 de febrero de 2020,dic de 2019
,Ideal para visitar fuera de temporada,"Lo visitamos en diciembre y no había actividades, lo cual nos pareció muy bien porque así pudimos tener todo el parque para nosotros y disfrutar de la naturaleza en todo su esplendor. El lugar es limpio y el personal muy amable. Podría recomendar que mejoraran las amenidades en la habitación y una tienda abierta permanentemente, ya que la ciudad más cercana está a unos 15 minutos en auto. ","Puebla, México",19 de diciembre de 2019,dic de 2019
,Es bonito el paseo,"Un lugar al que debes ir abrigado porque cae lluvia ligera, espectacular las imágenes, solo que si eres alérgico a piquetes de insectos te vas a arrepentir un tanto, es un paseo de adultos y de niños a partir de unos 10 años !","Tlaxcala, México",1 de diciembre de 2019,dic de 2019
,Exelente,"Exelente lugar gente amable y con conciencia ecológica, lo cual hace la visita además de bonita interesante comida deliciosa,","Ciudad de México, México",1 de septiembre de 2019,sept de 2019
,TOTALMENTE RECOMENDABLE,"Realizamos la visita guiada y estuvo genial, vale mucho la pena, el espectáculo es precioso, nosotros pillamos una cabaña dentro del santuario, el entorno y la naturaleza inigualables, dormir en el bosque y observar a las luciérnagas en su habitat es lo mejor.",,28 de agosto de 2019,ago de 2019
,Contacto con la naturaleza.,"Visita guiada por excelente conocedor, la mejor época para visitar el Santuario son los meses de mayo, junio, julio y agosto. La visita se hace durante la noche como por hora y media que es cuando puedes apreciar mejor a las luciérnagas.","Ciudad de México, México",12 de agosto de 2019,ago de 2019
,Una gran experiencia ,"Es un lugar mágico, en cuanto empiezan a prender las luciérnagas se convierte en una experiencia extraordinaria, hay que ir bien abrigado y de preferencia con botas para lluvia, no vale la pena llevar celular o cámara ya que no captan lo que realmente es la experiencia.Hay que agarrar un guía para que te lleve por los lugares correctos y no te pierdas dentro del santuario, hay guías que llevan grupos y también los puedes contratar para que te lleven en privado",,10 de agosto de 2019,jul de 2019
,Inigualable ,"Un espectáculo de la naturaleza hermoso!!!!nanacamilpa es uno de los dos únicos lugares en el mundo en el que se observan las luciérnagas en época de apareamiento. Es muy lindo y lo más recomendable es llegar por su propia cuenta, una vez en nanacamilpa comprar tus boletos, estos los venden desde que llegas a nanacamilpa y casi casi te los venden en cada esquina además de que un guía te lleva al santuario. Una vez ahi, debes llevar ropa cómoda, abrigadora, tenis e impermeable, ya que te internas en el bosque y puede llover.Nanacamilpa está a una hora de la ciudad de Tlaxcala si es que vas en vehículo propio,  los boletos tienen un costo aproximado de 150 pesos por persona, y en cuanto al hospedaje hay dos opciones. La primera es quedarte en un hotel que está junto al.santuario, los cuales tienen un precio aproximado de antes 1500 y 2500 pesos noche, o una opción más económica es hospedarte en nanacamilpa. Cabe mencionar que hay varios santuarios y todos ellos están muy cerca de nanacamilpa, a 10 minutos en carro recomendable comer en nanacamilpa y probar el pulque.Esto.solo es en los meses de julio y agosto.","Puebla, México",6 de agosto de 2019,ago de 2019
,Experiencia inolvidable,"Saben que sólo en dos lugares en todo el mundo sucede este fenómeno ? Pues si.. MEXICO y Nueva Zelanda, es increíble la experiencia , hermosisisimo.. la recomendación es ir en julio para mayor avistamiento, yo acabo de ir en la primera semana de agosto y fue bello pero me dijeron es mejor en julio.  Experiencia día súper recomendable.  No hay fotos porque no lo permiten, a menos que sea cámara especial y profesional que no dañe a la luciérnagas","Ciudad de México, México",6 de agosto de 2019,ago de 2019
,la naturales a su maxima exprecion,es un espectculo de la naturales que no se pueden perder tanto el entorno nturl como las construcciones del pueblo de nanacamilpan ,,6 de agosto de 2019,jul de 2019
,Luciérnagas palangana,Todo muy bonito tranquilo aquí no va muchisisima gente pero  esta muy bonitoTe dan talleres  a elegir todo esta muy organizadoAfortunadament no llovió pero si hacía mucho frio,"Tlaxcala, México",6 de agosto de 2019,ago de 2019
,Lo más bello del mundo,Estar en un bosque en la noche viendo miles de luciérnagas es una experiencia para todos los sentidos inolvidable. ,"Ciudad de México, México",4 de agosto de 2019,ago de 2019
,Bosque Mágico Santuario de las Luciérnagas Nanacamilpa,La peor experiencia en reservación y organización. No recomiendo en lo absoluto su servicio ni tampoco sus instalaciones. Reservé con suficiente tiempo de anticipación y al llegar me cambiaron el hospedaje a una casa improvisada sin estacionamiento y con un salón de eventos que tendría fiesta ese mismo día.Tuve que pedir reembolso y perder demasiado tiempo de mi viaje.Existen mejores opciones a mejor costo y con verdaderos profesionales.,,2 de agosto de 2019,jul de 2019
,Tour con ViajaBonito 100% recomendado,"Acabamos de ir el pasado fin de semana y contratamos el tour con ViajaBonito. Fue una experiencia inolvidable, nos llevaron a Laguna Azul, uno de los puntos de avistamiento autorizados, con guías expertos de la localidad. Los recomiendo muchísimo, su tour incluye además la visita a Tlaxco y a Huamantla, con guías certificados, entusiastas y bien dispuestos a compartir todos sus conocimientos. Recomiendo muchísimo esta operadora, como han mencionado en otras opiniones, hay unas excursiones pésimas que tienen guías improvisados y que te llevan a puntos de observación clandestinos en los que se daña la naturaleza. Nada que ver con estos emprendedores, muy profesionales y con muchos años de experiencia. Reserva con tiempo porque los lugares se agotan muy rápido, ya que solo puede presenciarse algunas semanas cada año.",,29 de julio de 2019,jul de 2019
,Fíjate bien con quién contratas,"El lugar es hermoso y la experienciaiy padre, pero debes ser muy cuidado con quién contratas el avistamiento. En mi caso contraté con aires del bosque y pésimo servicio no empiezan a tiempo caminas mucho el recorrido inecesariamente y súper caro, me costó 450 cuando con otros por el mismo servicio está en $150","Monterrey, México",28 de julio de 2019,jul de 2019
,Cuidado en seleccionar lugar a visitar,"Han desarrollado seudo Santuarios de las Luciérnagas ó derivaciones del original que además de estar muy mal organizados están improvisados y con malos servicios, como el baño que en realidad son letrinas sin luz, pestilentes y muy sucias. Adicional a esto el es muy poco el avistamiento de las Luciérnagas. Mi recomendación es para que escojan los lugares que si pertenecen al Santuario y que les ofrezcan un buen servicio.",,28 de julio de 2019,jul de 2019
,Naturaleza,"Experiencia con la naturaleza, convives en el ecosistema de las luciérnagas, si tienes suerte te tocara verlas de manera múltiple en el llamado apareamiento de las luciérnagas, conviene contratar los servicios de los guías con anticipación y/o una empresa bien establecida","Toluca, México",22 de julio de 2019,jul de 2019
,Tour Aires del Bosque,"El ejido que tiene asignado este tour está muy bien cuidado y la guía, nos tocó Jocelyn, se esfuerza mucho en proporcionar toda la información acerca del bosque, su flora y fauna y puntualmente de las luciérnagas para que disfrutes al máximo del momento.Es un espectáculo de la naturaleza que no te puedes perder. ¡Recuerda llevar impermeable!Por favor haz caso y no utilices tu celular para tomar fotos durante el momento cumbre de las luciérnagas, vive el momento y guárdalo en tu memoria, no en la del celular. Además es una falta de respeto para el resto de visitantes.Contratamos el tour paquete ilumines, que incluye al final el Valle Iluminado, si en tu grupo no llevas niños puedes ahorrarte estos 100 pesos.","Ciudad de México, México",20 de julio de 2019,jul de 2019
,Terrible servicio de glamping,"Alguien debe explicarle a la empresa el concepto de glamping pues lo que ofrecen dista mucho de serlo. Sucio, sin baño privado y el común un asco sin agua donde van 800 personas que acuden al recorrido. No pudimos prender la fogata pues decían la regla era hasta las 11 pm encenderlas, con niños pequeños a esa hora estaban ya dormidos y llovía.A la mañana siguiente nadie responsable para llevar leña seca, terrible, no volvería.",,16 de julio de 2019,jul de 2019
,No hay seguridad para los campistas Canto del Bosque,"Me encuentro muy decepcionada ya que tuvimos una situación muy desagradable en el lugar, se les permitió el acceso a un grupo de personas que para nada iban en plan familiar y de respeto a la naturaleza, estas personas se emborracharon y estuvieron escuchando música durante toda la noche hasta las 6 de la mañana, cuando mi esposo manifestó que por respeto bajaran la música al escuchar que eramos extranjeros nos comenzaron a insultar y así se mantuvieron durante la noche lo cual causo una grave preocupación por nuestra integridad, debido a que era de noche y estábamos con niños decidimos esperar dentro de nuestra tienda hasta que amaneciera para podernos ir .  Por parte de la empresa nunca hubo nadie que nos pudiera ayudar ni el domingo en la mañana.  Es lamentable que un lugar tan bonito se permitan el acceso a personas así, no hay nadie que cuide la integridad de los campistas y la empresa al parecer tampoco le importa la seguridad",,15 de julio de 2019,jul de 2019
,Un lugar lleno de magia!!!,"Si buscas un lugar donde se conjunte la naturaleza, la aventura, la magia y el convivir una experiencia única con tus amigos o en pareja (si también los forever alone pueden ir) es sin duda alguna el Santuario de las Luciérnagas.Este lugar es muy muy místico y es algo donde solo en dos lugares del mundo Que tienen un santuario donde se puede vivir este tipo de experiencias (Gracias México mi país tan hermoso por contar con uno de estos dos santuarios). Es sin duda un lugar donde puedes acudir en familia (incluidos los abuelitos siempre y cuando tengan la suficiente capacidad para hacer algo de senderismo) o hacerlo en pareja o con amigos. Para acudir a este lugar debes de llegar a Nanacamilpa Tlaxcala, que es uno de los pueblos que se encuentran en las faldas del Monte Tlaloc, lugar donde se encuentra ubicado el santuario. Hay muchas opciones de tours o empresas  dentro de la demarcación que ofrecen el servicio de acudir al santuario, el cual haciendo un sondeo rápido, estos oscilan entre los $150 a $300 pesos para accesar al santuario y tener una visita guiada.Es importante recalcar que en este lugar (y hasta donde tengo entendido) solo se puede accesar con guía por ser un área protegida, por lo que no es sencillo ir por tu cuenta. El horario perfecto para poder acudir a este fenómeno de la naturaleza es a las 6 de la tarde, ya qué hay mucha gente que acude al lugar para comenzar a prepararse para el avispamiento, para que alrededor de las 8:30 de la noche comiences a observar este espectáculo.El tiempo promedio del recorrido es de una hora a hora y media (dependiendo de las condiciones del clima). Muchos se preguntarán el porqué de este tiempo o si se puede acudir en otro horario y la respuesta es que solo durante este periodo que es cuando las luciérnagas aparecen para hacer su apareamiento y pasado este tiempo, estás regresan a resguardarse.Es importante aclarar que todo el recorrido lo haces a obscuras y en total silencio, no está permitido el uso de ningún celular, lámpara u objeto que emita luz por protección del medio ambiente, solo se puede acceder con equipo profesional de fotografía sin flash ni otro tipo de aditamentos que emita luz.Yo en esta ocasión contraté vía internet los servicios de Canto del Bosque, el cual tiene una gama amplia de opciones de acuerdo a tus necesidades para poder acudir a este fenómeno (en otro artículo hablaré más de este servicio).Dentro de las recomendaciones que puedo yo decirles son:1. Opciones de comida: si vienen de la Ciudad de México, la mejor opción es ir al mercado de comida del centro de Texcoco a comer, en donde encontrarán muchas opciones (carnitas, quesadillas, barbacoa, birria, pozole, etc etc etc) y sobre todo a precios demasiado accesibles.Si llegaste de otro estado, puedes comer en Nanacamilpa donde hay opciones que van desde los tacos, platillos típicos de la región entre otros, aunque si la variedad aquí se ve un poco mermada en comparación a otros lugares.2. Opciones de vestimenta: dentro de esto, lo principal para mi es el calzado, comienzo por este ya que debes de recordar que acudes a un bosque en temporada de lluvia, por lo que contar con un buen calzado te ayudará bastante a disfrutar el trayecto. Muchas personas optan por llevarse botas, pero la vdd si cuentas con unos muy buenos tenis que tengan un buen agarre y que sean cómodos, es la mejor opción (en mi opinión no tiene caso que compres unas botas especiales para un recorrido con poca duración). También es importante llevar una buena chamarra (si es repelente al agua mejor) o bien algún impermeable que sea cómodo te puede ayudar a hacer el recorrido. Si no llevas, no te preocupes, durante todo tu paso en el pueblo, verás muchas personas que te venderán impermeables que van desde los $50 a los $100 pesos (recuerda no compres algo tan caro para un recorrido tan corto como el que vas a hacer). Dentro de las opciones que vi donde el costo beneficio es muy bueno, hay una señora que está cerca de llegar a Laguna Azul (hablaré más adelante de este lugar) que vende unas sudaderas repelentes al agua que van de los $250 a $400 pesos y es una buena opción ya que es más sencillo que uses en tu vestimenta diaria una sudadera-chamarra que un impermeable.Yo recomiendo el uso de jeans para que sea más cómodo el paseo.3. Que puedes visitar durante el día? Durante el día puedes recorrer el pueblo de  Calpulalpan, que al igual que Texcoco, puedes comer y recorrer el centro del pueblo. Otra opción es Laguna Azul que se encuentra a 10 minutos de Nanacamilpa y el santuario de las Luciérnagas, en donde podrás perder el tiempo y ponerte a jugar o a dormir en el pasto o remar. Ojo no hay mucho que hacer en la Laguna pero solo tómalo como un lugar para perder el tiempo.Si necesitas algún dato o alguna opción en la que te pueda ayudar, no dudes en escribirme y con gusto te ayudaré a darte más información para que te la pases genial en este lugar.","Ciudad de México, México",14 de julio de 2019,jul de 2019
,Ve preparado,"El santuario de Puebla es fabuloso solo que no te advierten que debes llevar paraguas, impermeable sobre algo abrigador, botas de hule o zapatos para caminar en lodo y haber comido antes de la visita.La visita se realiza de noche. Tienes que ir tanteando el terreno porque no hay suficiente visibilidad. Hace frio. Normalmente llueve. Es largo el trayecto y el recorrido. Aproximadamente 4 horas desde que te recoge la camioneta del tour. Ve preparado para que tu experiencia sea fabulosa.","Ciudad de México, México",13 de julio de 2019,jul de 2019
,Visita,"Recomendación: ir entre semana, menos gente, muy buen recorrido. Consulta los guías certificados. Abrígate bien y lleva calzado apropiado para caminar en tierra y posible lodo.",,12 de julio de 2019,jul de 2019
,Una mágica experiencia,"Desde hace mucho tenia ganas de ir a este lugar y ha sido una de las experiencias más bonitas que he podido vivir con la naturaleza. Llevar el impermeable es fundamental porque en nuestro caso (fui en tour) llovió desde que abordamos las camionetas hasta un poco antes de iniciar el recorrido por el bosque.Tan solo llegar al sitio de entrada al bosque (donde hay un comedor para todos los gustos) ya se puede sentir la magia de la naturaleza. Ya en el bosque empezó el espectáculo, nos tocó ver muchas luciérnagas y tuve la buena fortuna de que una se posara en mi mano. Se siente la magia y la buena energía de un lugar que le pertenece a la naturaleza y a estos bonitos animales, por lo que el respeto a ellos es fundamental. Aunque el recorrido no fue muy largo, ver luces destellando por donde mires hace que te maravilles de la belleza de lugar. Las recomendaciones son llevar zapatos de buen agarre para evitar caídas, suéter para el frio y la buena energía para disfrutar la experiencia.","Ciudad de México, México",7 de julio de 2019,jul de 2019
