Author,Titulo,Review,OrigenAutor,FechaOpinion,FechaEstadia
,Una bella clase de historia,"Estos murales pintados por Desiderio Hernández Xochitiotzin son muy bellos, con mucho colorido y trazos muy bien definidos, además cuentan la historia de Tlaxcala desde las primeras poblaciones autóctonas, pasando por las Guerras Floridas a las que eran sometidos por los aztecas, la llegada de los españoles, y más, mucho más... Se pueden dedicar varias horas en observar cada fragmento del mural, leer la explicación para conocer y admirar la historia de este pequeño estado de la República Mexicana.","Ciudad de México, México",6 de noviembre de 2018,nov de 2018
,Increíble Tlaxcala,"Llenos de historia y dedicación te esperan en Tlaxcala los murales del Palacio de Gobierno. Es increíble, guías muy buenos y aprendes un poco de la historia del lugar. Sumamente recomendable. ","Montevideo, Uruguay",5 de noviembre de 2018,nov de 2018
,"Cultural, Familiar ","Un lugar para pasar tiempo con la familia, y que por supuesto se aprenda de la historía la cultura de Tlaxcala. 100% recomendable, y no necesitas de mucho tiempo.","Puebla, México",23 de octubre de 2018,sept de 2018
,Tlaxcala Anfitrión por Tradición,"Los Murales de Palacio de Gobierno, son una muestra de la rica historia de Tlaxcala, pinturas realizadas por el Mtro. Desiderio Hernández Xochitiotzin.Excelente lugar para visitar en el corazón de la ciudad de Tlaxcala, que muestra el nacimiento de México desde la llegada de los españoles, la conquista de Tenochtitlán y la alianza hispano-tlaxcalteca, además de lo que fue la vida prehispánica en un tianguis que en la actualidad se conoce como Tlaxcala. Una historia contada a través de un mural con hermosos detalles artísticos y culturales.Bello estado que conserva sus costumbres y tradiciones.",,19 de octubre de 2018,oct de 2018
,Imprescindible si visitas Tlaxcala,"Los murales son obra del artista local Desiderio Hernández Xochitiotzin y narran la historia de Tlaxcala y de la conquista. Si se tiene la oportunidad de contar con un guía local, mejor aún para no perder detalle. Los murales están dentro del Palacio de Gobierno, que también es un edificio emblemático de la capital del estado, por tanto son una visita obligada en Tlaxcala.","Tlaxcala, México",23 de septiembre de 2018,ago de 2018
,Impresionante ,"Una belleza, es increible el terminado de cada cuadro de cada imagen, los detalles son espectaculares sin duda vale la pena entrar y darte el tiempo de admirarlo 💙",,5 de septiembre de 2018,jul de 2018
,Un lugar increíble,Un colorido impresionante y la temática sobre la historia de Tlaxcala y la llegada de los españoles muy grata visita,"Tlaxcala, Mexico",28 de agosto de 2018,ago de 2018
,Imperdibles,Hermosos murales que describen la historia de un gran estado a pesar de su pequeña extensión territorial,"Ciudad de México, México",23 de agosto de 2018,jul de 2018
,Bonitos,"Muy interesante asistir a la visita de los murales, con guía es mejor, te explican mural por mural y al final tienes tiempo para la toma de fotografías.","Ciudad de México, México",13 de agosto de 2018,jul de 2018
,Maravillosos murales.,"Los murales ubicados en el Palacio de Gobierno, en la ciudad de Tlaxcala, son una verdadera joya, una obra de arte excepcional que se debe visitar.","Mexicali, México",2 de agosto de 2018,jul de 2018
,No dejes de verlos,"Ubicados en el Palacio Municipal, el acceso es gratuito, puedes contratar un guía dentro de las instalaciones para una explicación mas amplia y detallada.Son murales realizados en los años ‘60, que retratan la vida prehispánica de Tlaxcala hasta el siglo XX. Definitivamente tienes que verlos y admirar el colorido y detalle de sus personajes.  ","Ciudad de México, México",18 de julio de 2018,jul de 2018
,Increíble.,"Recorre la historia de México en unos cuantos metros. Y mejor aún, puedes darte una idea de la historia de Tlaxcala. ",,18 de julio de 2018,jul de 2018
,Increíbles murales,"Recomiendo mucho que alguien les explique los murales, están llenos de historia, son muy interesantes. Tardaron en pintarlos desde 1956 hasta 1995 y retratan gran parte de la historia de Tlaxcala, así como la de México.","Ciudad de México, México",9 de julio de 2018,jul de 2018
,Palacio de  Gobierno Tlaxcala,"La  historia  del Estado de  Talxcala  contada   desde los murales del pintor Desiderio Hernandez  Xochitiotzi, es  algo que tienes que visitar., el cetro historico  se conserva  muy  limpio..","Tlaxcala, México",27 de junio de 2018,jun de 2018
,Muy interesante,"Los murales son hermosos!, hay un guía que te explica la historia sobre la zona de Tlaxcala, como se fundo y demas, los murales son muy interesantes ya que van explicando poco a poco la historia. El historiador presente sabia muy bien la historia y cualquier pregunta la respondía con facilidad","Alajuela, Costa Rica",2 de abril de 2018,mar de 2018
,Interesantes Murales,Muy abigarrados y coloridos murales que se encuentran en el patio de abajo del palacio municipal y todo a lo largo de la escalera y la galería superior.Bien merece una visita guiada para conocer los detalles,"Madrid, España",12 de marzo de 2018,mar de 2018
,NOVEDOSO,"Visite ese lugar y me lleve una buena sorpresa. Los murales son muy llamativos y bonitos. También visite la parte donde esta Benito Juarez, y en la entrada hay unas columnas muy estilizadas.","Ciudad de México, México",26 de febrero de 2018,feb de 2018
,Muy interesante ,"Un lugar con historia ! En verdad es interesante conocer la historia de tlaxcala ! , vale la pena pagar por el guía ( propina ) no recomiendo llevar niños menores de 6 años solo se aburren ! Y no dejan oír al guia ! ","Tlaxcala, México",18 de febrero de 2018,feb de 2018
,Uno de los espacios imperdibles de Tlaxcala. ,Uno de los espacios imperdibles de Tlaxcala. Conoce la historia de Tiaxcala a través de sus murales. No omitas el apoyo de un guía. ,"Xalapa, México",10 de febrero de 2018,ene de 2018
,Cuna de la nación !!!!!!,"Un excelente lugar en el cual puedes conocer la historia de la conquista de Mexico de forma resumida, los murales hechos por Don Desiderio Hernandes Xochiteotzin plasman la historia de Tlaxcala, si visitas Tlaxcala no puedes perderte el visitar este lugar!!!!!!!","Tlaxcala, México",4 de febrero de 2018,abr de 2017
,IMPRESIONANTE ,"Los murales son espectaculares con colores muy vivos muy bien conservados y resguardados , el acceso es libre sin costo , hay varios guías que te ofrecen una historia de nuestras raíces ",,27 de enero de 2018,ene de 2018
,Palacio de gobierno,"Excelente lugar, el guía Don Pedro excelente narrador, muy recomendable!! La historia que encierran sus murales es fantástica, vale la pena contratar a un guía para apreciar la historia de nuestro país!!",,14 de noviembre de 2017,nov de 2017
,Colorido ,Murales de los años 60. Tratan sobre la historia de Tlaxcala desde la época prehispánica hasta la época moderna y contemporánea. Llenos de color son un tour obligado ,"Ciudad de México, México",21 de septiembre de 2017,sept de 2017
,Viaje Tlaxcala,Sorprendete los murales que se exhiben en el Palacio de Gobierno. Una representacion magica de la Hitoria de México. Lugar muy bien presentado y cuidado. Muy recomendable su visita,,17 de septiembre de 2017,sept de 2017
,muy bonitos,Son unos murales relativamente recientes que muestran toda la historia de Tlaxcala. Están muy bien hechos. Vale la pena tomar un guía ,"Morelia, México",17 de agosto de 2017,ago de 2017
,Vale la pena visitarlo,"No dejen de visitar el palacio de gobierno sus murales son restaurados, narran la historia de México se los recomiendo mucho ",,15 de agosto de 2017,ago de 2017
,Obra maestra de toda una vida,"Me gustó, Excelente obra dado que combina la investigación con un excelente detalle en el mural. Amplia recomendación hacer el recorrido con guía,para poder entender toda la información plasmada ya que va desde el origen de la civilización Tlaxcalteca hasta el Porfiriato. El único detalle que tiene el edificio es la evidencia excesiva de humedad en varias partes, más no demerita la impresionante obra de toda una vida. ","Estado de México, México",13 de agosto de 2017,ago de 2017
,increible mural,"El mural en si es increoble, la explicación si la aceptas es buena te explican la evoluciíon o lo que el mural quiere decir pero es un poco tediosa, no olvides visitar la planta alta","Valle de Bravo, México",9 de agosto de 2017,jul de 2017
,Para conocer la historia....,"Vale mucho la pena, el guía que nos tocó fué excelente, no solamente en cuanto al conocimiento de la historia, sino al gusto para compartirla",df,21 de julio de 2017,jul de 2017
,"""Tlaxcala a través de los tiempos...""","En el Palacio de Gobierno encontrarás en excelente estado, el mural ""Tlaxcala a través de los tiempos y su aportación a lo mexicano"" del maestro Desiderio Hernández Xochitiotzin.","Ciudad de México, México",11 de julio de 2017,jul de 2017
,Ideal para los amantes de la hsitoria,"Es un lugar hermoso, con murales elaborados por el pintor Tlaxcalteca Desiderio Hernández Xochitiotzi, es una visita obligada en el gran estado",,18 de junio de 2017,jun de 2017
,Fabuloso!,"Los murales en el palacio de gobierno son geniales! Permitir tiempo para apreciar. Sin duda, llevar una cámara para tomar fotos.","Puebla, México",14 de junio de 2017,may de 2017
,Perfecto!,Un bonito lugar para visitar. Sus murales son fantasticos y remeten a historia deste hermoso estado de México. Una bonita experiencia.,"São João do Triunfo, Parana, Brazil",31 de mayo de 2017,jun de 2016
,Impresionante,Es de admirar el empeño que pone la administración para mantener en tan excelente condición los murales de la casa de gobierno.,,16 de mayo de 2017,abr de 2017
,¡Espectacular!,"Bellísimos murales modernos dentro del Palacio de Gobierno, que cuentan la historia de Tlaxcala desde la época prehispánica, hispánica y contemporánea. Muy bien conservados, entrada libre y buen trato de los custodios.","Veracruz, México",14 de mayo de 2017,may de 2017
,Que murales tan hermosos y vistosos!!!!,"Los Murales que se ubican en la casa de gobierno de Tlaxcala están padrisimos!!! les recomiendo que vayan y admiren esta belleza que tiene, ademas tienes la oportunidad de conocer la historias de los gobernadores, están sus pinturas.La verdad la van a pasar de maravilla!!!","México Central y Costa del Golfo, México",8 de mayo de 2017,abr de 2017
,Imprescindible,Si viajas a Tlaxcala es imprescindible que visites el mural del palacio de Gobierno. Definitivamente es uno de los mayores atractivos de este lugar.,"Puebla, México",24 de abril de 2017,abr de 2017
,Obra del último Muralista Mexicano,"Desiderio H. Xochitiotzin es el autor de los murales que podrás encontrar dentro del Palacio de Gobierno. Fué uno de los últimos muralistas mexicanos, del nivel de Diego Rivera. Su obra llamada “La historia de Tlaxcala y su contribución a lo mexicano”, que es un mural de más de 450 mts2 llenos de color e historia. Si quieres conocer de Tlaxcala y del pueblo mexicano en general, te recomiendo visitar este lugar.","Tlaxcala, México",18 de abril de 2017,oct de 2016
,Murales abigarrados ,"En pleno zócalo, es de visita obligada en Tlaxcala. Se trata de los murales de la historia del Estado que hay en los pórticos de la parte inferior, y en las escaleras que suben al primer piso. Vale la pena la visita guiada, por la cantada de información y recursos simbólicos de los murales.","Valencia, España",12 de febrero de 2017,feb de 2017
,Muy buenl,"Gran obra artística se encuentra en el palacio de gobierno de Tlaxcala, el más grande que he visto, no tendrás pretextos para no visitarla debido a su ubicación y que es gratuita, podrás aprender la historia de esa tierra a través de una obra de arte. ","Zacatecas, México",16 de enero de 2017,ene de 2017
,Visita obligada,Conseidero que es un magnifico lugar con muestras de murales elaborados por un artista del lugar en donde se aprecia el emplazammiento de los tlaxcaltecas a lo largo de la historia.,,29 de diciembre de 2016,dic de 2016
,Murales en Palacio de gobierno en Tlaxala,"Excelente opción para conocer historia sobre la cultura tlaxcalteca,  pasar un rato entretenido en familia o amigos. El recorrido dura aproximadamente 1 a 2 horas.. ",Ciudad de Mexico,21 de diciembre de 2016,dic de 2016
,Hermosos murales ,Un lugar hermoso en él centro de Tlaxcala para conocer la historia de México y en especial de Tlaxcala desde esos murales. ,,3 de noviembre de 2016,dic de 2015
,Majestuosos y edificación increíble,"El recorrido para estas opciones son maravillosas arquitectura y arte conjugados en un solo lugar y los murales con la historia de Tlaxcala son espectaculares, visita obligada si viajas a Tlaxcala!","Playa Chachalacas, México",2 de noviembre de 2016,oct de 2016
,Simplemente increíble,A estos murales por casualidad. Queríamos ver el antiguo edificio y encontrado. Representación de colores de la Riviera Maya/Azteca (? Mundo presentado por) un artista contemporáneo en la tradición muralista mexicano. No alquilar la guía local. Debería haberlo hecho. Vale la pena visitar.,"Menlo Park, CA",23 de octubre de 2016,oct de 2016
,Paseo por la historia en el palacio de gobierno,"Libre acceso. Maravillosos murales pintador por Desiderio Hernández, cuentan la historia del pueblo tlaxcalteca, Están en muy buen estado. Es un recorrido breve que termina en el interior del placo central. ",,1 de octubre de 2016,sept de 2016
,Impresionante,"Un recorrido por la historia de Tlaxcala a través de la mano maestra de Desiderio Hernandez Xochitiotzin, lamentablemente se ve el paso del tiempo y la falta de cuidado y mantenimiento. Ojalá puedan recuperar su belleza por lo que representa para el pueblo de Tlaxcala","Ciudad de México, México",21 de septiembre de 2016,sept de 2016
,Están increíbles los murales.,"Tienes que verlos, están increíbles, son varios murales que representan distintos pasajes del lugar, y de diferentes épocas.Están padrisimos y muy buen conservados, son arte local que se tiene que apreciar sin lugar a dudas.","Atizapán de Zaragoza, México",20 de septiembre de 2016,sept de 2016
,Increíble historia de México y el estado de Tlaxcala en un solo lugar,"No puedo decir lo suficiente sobre los murales en el palacio de gobierno. Tuvimos un guía el día después a explicar muchas de las escenas que vimos en los murales pintados. La historia de Tlaxcala y Cholula son algo sangrientas antes de la llegada de los españoles nunca llegamos, y las escenas en los murales representan eventos pre-colombiano de la conquista por España hasta la revolución. Es una visita rápida y una visita obligada si estás en el centro de la ciudad.","Mahahual,",15 de septiembre de 2016,sept de 2016
,100nochesfueradecasa Definitivamente tienes que ir,La entrada es gratuita y esta justo en el corazon de la ciudad. Tienes que tomarte un pequeño tiempo para visitar estos increibles murales los cuales te llevaran por la historia nacional.,"Playa del Carmen, México",25 de agosto de 2016,jul de 2016
,Hombre de maìz,"El Palacio de Gobierno alberga unos bellos murales que narran parte de la historia de Tlaxcala, estos murales, fueron realizados por uno de los cronistas más importantes de Tlaxcala, con una técnica pictórica hasta ese momento desconocida, tienen colores muy vivos y el palacio es verdaderamente místico, totalmente recomendado.","Truth or Consequences, New Mexico, United States",9 de agosto de 2016,ago de 2016
,Interesante ,Es muy interesante escuchar la historia de México plasmada en los murales de este lugar. Recomiendo contratar un guia que explique cada una de las secciones porque de lo contrario en 10 minutos recorres el lugar por completo y vale la pena verlos a detalle.,,6 de agosto de 2016,ago de 2016
,Simplemente ok,Bonito edificio... Pero los murales no son impresionantes. Si no tienes nada que hacer. Tome un poco de tiempo para ver todo,"Mundolsheim, Francia",3 de agosto de 2016,ago de 2016
,Viaje reciente,"Excelentes murales y contamos con explicación de guía de turismo La Magueyera, sorprendentes trabajos de 50 años al plasmarlos Desiderio Hernández Xochitiotzin , muy recomendable conocer la historia Tlaxcalteca. ","Naucalpan de Juárez, México",3 de agosto de 2016,jul de 2016
,"Impresionantes, visita obligada",Los murales del Palacio de Gobierno son algo que no puedes dejar de ver en una visita a Tlaxcala. Están en la plaza principal y representan la historia del Estado y del Pais. Hay que darse el tiempo para apreciar los detalles. ,"Dallas, TX",28 de julio de 2016,jul de 2016
,Historico y colorido,Un paseo por la historia del México prehispánico pasando por la colonia. Es mejor si usas un guía ahí mismo que te expliqué,"Ciudad de México, México",25 de julio de 2016,jul de 2016
,Murales de Tlaxcala,"Muy buen lugar en el centro de Tlaxcala para llevar a visitantes extranjeros.  Siempre que tengo una visita y estamos en el Zócalo los llevo.  Lo único complicado es que no están abiertos al público después de una cierta hora en la noche.  Aunque sí uno habla y pide permiso a los oficiales lo dejan entrar.  Debería estar abierto por más tiempo, por la noche, siendo un atractivo turístico para el extranjero.  Igual siento que deberían haber tours oficiales en el lugar cada x tiempo para aprender más de los mismos. ","Grecia, Costa Rica",24 de julio de 2016,jul de 2016
,Muy ilustrativo,"Reflejan la historia de Tlaxcala, lástima que se empiezan a deteriorar por la humedad, pero vale la pena visirtarlo es gratuito y si se encuentran un guía que les explique mejor.",,21 de julio de 2016,jul de 2016
,Muy lindos,Que te los expliquen es un lugar muy lindo y los murales muy bonitos el edificio por fuera también es bonito y todo muy cuidado,,20 de julio de 2016,jul de 2016
,Colorido ,"Es un lugar muy padre todo lleno de color en historia,  vale mucho la pena apresiar cada detalle que tuvieron los artistas por hacer el mural, no te lo puedes peder","Ciudad de México, México",18 de julio de 2016,jul de 2016
,Increíbles los Tlaxcaltecas en su pintura y colores!!,No te puedes perder la visita al Pala cio de Gobierno y ver toda la historia plasmada en estos increibles murales llenos de color!!,mexico,17 de julio de 2016,jul de 2016
,Sólo caminando...,"En el centro de la ciudad, sólo caminando sin necesidad de otro transporte llegas a los murales donde te cuentan la historia de Tlaxcala. Pinturas perfectamente conservadas. Muy bonitas. 100% recomendadas. ",,5 de julio de 2016,jul de 2016
,visita a los murales de Tlaxcala,"los murales pintados por el pintor Tlaxcalteca Don Desiderio Hernández Xochitiotzi son bellas pinturas que he visto colorido y expresión, con guias guiadas para conocer la historia de Tlaxcala, esto no te lo puedes perder se encuentran enlos patios principales del Palacio de Gobierno y concluyen en la sala de Gobernadores del mismo no te lo puedes perder Visitalo","Tlaxcala, México",2 de junio de 2016,ene de 2016
,No te puedes perder los murales,"Son murales que cuentan una historia magnifica, incluso en las portadas de algunos libros de texto han aparecido, sobre todo en los históricos.Una arquitectura antigua, una historia intrigante Tlaxcalteca y en el zócalo junto a toda la ciudad, es una combinación única.",,31 de mayo de 2016,sept de 2015
,Visita obligada en Tlaxcala,"Sobra decir que los murales son hermosos, y tienen sentido histórico ya que nos relatan la historia del pequeño estado de Tlaxcala. El palacio es bastante pequeño, pero vale mucho la pena darte una vuelta para admirar este sensacional lugar.","Ciudad de México, México",30 de mayo de 2016,may de 2016
,Pequeño pero lleno de paredes información,Si vas temprano en la mañana se puede ver todo el lugar sin las multitudes. Los murales tienen una secuencia busque el principio para tener una mejor idea del trabajo y la historia de Tlaxcala.,Mexico City,2 de mayo de 2016,abr de 2016
,Increíbles murales,"Son murales relativamente nuevos, ya que datan de mil novecientos sesenta y tantos, de cuando era presidente Gustavo Díaz Ordaz, pero es un trabajo espectacular de narrar la historia de México a través de ellos, de colores vivos y con leyendas fáciles de leer. Lástima que haya mucha humedad y no le estén dando el debido mantenimiento para que no se vayan a dañar.","Ciudad de México, México",25 de abril de 2016,abr de 2016
,Toda una historia en un sólo lugar!!,Es hermoso el mural y la arquitectura también! No cuesta nada pasar a este hermoso recorrido por la historia tlaxcalteca!!,"Santa Inés Zacatelco, Tlaxcala, Mexico",25 de abril de 2016,nov de 2015
,Bellas pinturas que explican el Tlaxcala antiguo.,"Bellos colores, rasgos muy definidos y batallas de los Tlaxcaltecas es lo que exponen estos murales, muy bellos, visítalos con guía para un mejor entendimiento.","Veracruz, México",14 de abril de 2016,mar de 2016
,colorido,"Yo lo clasificaría la primera atracción en Tlaxcala (la catedral, el museo regional y la iglesia de Nossa Señora de Ocotlán) son mucho más interesante. Los murales están determinada Ly colorido, por un miembro de la escuela muralista mexicano y pintado durante un período de más de treinta años.He leído español, así que nos lo suficiente de ellos, sin el servicio de un guía. Un grupo de estudiantes estaba allí con un (español) guía durante mi visita: no estoy seguro si es la misma que guías en inglés, pero sabía lo suficiente para dar una visión general de la historia de los Tlaxcalans y su asociación con Cortes contra la triple alianza.","San Miguel de Allende, México",2 de abril de 2016,mar de 2016
,Hermosos,"Y si no eres codo y pagas a los q te hacen el recorrido y te dan la reseña,es una visita inolvidable","Ciudad de México, México",19 de febrero de 2016,sept de 2015
,Impactantes,Los murales reflejan detalles de la historia y vida de Tlaxcala. Para gente que le gusta observar analizar e imaginar!!! Se necesita tiempo y pasión por la historia para disfrutar cada imagen. Muy recomendada para turistas,,9 de febrero de 2016,feb de 2016
,Murales,"Magníficos! Toda la historia de Tlaxcala, tradiciones y y cultura en un mural y explicación del guia que nos llevo poco mas de una hora, realmente el viaje valió la pena solo por este mural, ademas es una guia para conocer y apreciar los otros atractivos de la Ciudad",,2 de febrero de 2016,feb de 2016
,No puedes pasar por Tlaxcala sin visitar los murales pintados,"Hermoso lugar para visitar y conocer, demanda poco tiempo pero aun así es digno de pasar a ver y asi conocer la historia de México reflejado un excelente trabajo en los murales, trabajo que llevo 42 años en terminarlo.","San Nicolas de los Arroyos, Argentina",23 de enero de 2016,dic de 2015
,Visita obligada en Tlaxcala,"Grandes murales que narran la historia de Tlaxcala, desde sus orígenes , estupendo trabajo para quien gusta de esa corriente pictográfica.","Santiago de Querétaro, México",6 de enero de 2016,ago de 2015
,Visita obligatoria en Tlaxcala,Las murales del palacio de gobierno son impresionantes. Hay guías que dan muy Buena explicación. No hay costo para entrar. ,,4 de enero de 2016,dic de 2015
,Must to visit!!,Parada obligada en el centro de Tlaxcala!! Visita guiada $200 pesos pero que bien vale la pena pagar para apreciar y conocer la riqueza que guarda este mural tan impresionante. ,,3 de enero de 2016,ene de 2016
,que ver,Se quedará impresionado por los detalles vibrantes. Ir con un guía de lo contrario te vas a perder los puntos más destacados.,Asia,27 de diciembre de 2015,oct de 2015
,Conocer la historia de Tlaxcala en una hora,Se puede leer o conseguir un guía turístico que cuentan la historia de este Estado con murales que representa la historia de los pueblos indígenas todo el camino a los tiempos modernos.,"Mérida, México",16 de diciembre de 2015,dic de 2015
,Historia gráfica en sus paredes.,"El vestíbulo del palacio cuenta la historia a través de los múltiples murales que se pueden observar. Abarcan desde los tiempos de las primeras etnias que poblaron el altiplano mexicano, hasta la época colonial. El lugar está muy bien mantenido y es visita obligada. Algunos videos explican aspectos históricos.","Ciudad de México, México",15 de diciembre de 2015,nov de 2015
,imponente obra de arte,"he visitado con grandes amigos de muchos lugares y siempre la exprecion es magestuoso lugar,lleno de historia que se respira, que se vive","Tlaxcala, México",27 de octubre de 2015,nov de 2014
,Realistas y muy interesantes,"Vale la pena al recorrer el centro, entrar a ver los hermosos murales del palacio de gobierno. Ubicado justo frente al parque.","Monterrey, México",24 de octubre de 2015,oct de 2015
,Una experiencia maravillosa,"Los murales del Palacio de Gobierno de la ciudad de Tlaxcala son una verdadera joya e imperdibles para el viajero, son !Bellísimos! exponen la historia de México a través de imágenes armónicas, integradas, bellas, perfectas, de gran expresionismo y con un gran colorido. Ahí encontrarás historiadores de la ciudad que te harán más ameno el momento haciéndote una muy entretenida exposición de los murales por una cuota poco significativa.  ! Imperdíbles !","Morelia, México",19 de octubre de 2015,oct de 2015
,Fabuloso murales en el Palacio de Gobierno.,"Contratamos un guía que explica el significado de las pinturas que describen la historia de la ciudad de Tlaxcala y la relación entre la población indígena, tanto con los aztecas y con Cortez.La entrada es gratis. Pagamos nuestra guía maravilloso $150.00 pesos.","Delta, British Columbia, Canada",12 de octubre de 2015,oct de 2015
