Author,Titulo,Review,OrigenAutor,FechaOpinion,FechaEstadia
,Una experiencia única,"El Zócalo De Puebla su lugar muy hermoso que alberga mucha  historia y cultura, aquí se puede pasar un rato agradable, dando una caminata por la noche, en la que se puede disfrutar  su mayor esplendor, además el trato de las personas es amable e incluso puedes degustar de diversos platillos en los restaurantes de alrededor.",,25 de mayo de 2021,nov de 2020
,Mucha historia,El Zócalo De Puebla su lugar con historia con cultura donde puede uno pasar un rato agradable caminar comer en sus múltiples restaurantes incluso entrar a la catedral que es preciosa,"Puebla, México",17 de mayo de 2021,may de 2021
,Cerrado parcialmente.,"El zócalo de la ciudad de Puebla es muy agradable para caminar, para sentarse a ver pasar a la gente, asearse el calzado.","Ciudad de México, México",7 de mayo de 2021,may de 2021
,Increíble,No soy de esta ciudad pero viví aquí varios años y el zócalo es increíble para estar y pasear por aquí. Me gusta mucho cómo lo arreglan en diciembre.,,11 de abril de 2021,may de 2020
,NO QUITEN ARBOLES,"Están reparando esperamos solo sea el piso, y no le cambien NADA MAS NO QUITEN ÁRBOLES. ASI ES HERMOSO ","Puerto Morelos, México",22 de marzo de 2021,mar de 2021
,Ataff frontal decepcionante,"Si bien he estado aquí muchas veces, el nuevo personal de recepción es grosero y completo sin servicio al cliente. Me informaron que necesitaría agregar mi nombre a una lista de espera durante un tiempo ocupado, lo cual hice felizmente. Después de una hora de no escuchar ninguna actualización, me registré para encontrar muchas mesas abiertas y otros comentarios de los clientes que aconsejaban sobre un servicio grosero. Fuera del servicio de recepción, el resto de nuestra experiencia fue una delicia con asientos abiertos, un excelente menú y un personal feliz. Si puede superar la primera experiencia grosera, no se sentirá decepcionado.","Urbandale, IA",6 de marzo de 2021,mar de 2021
,No hay palabras para describir este lugar.,"Sí, podría ser v como soy de Puebla, pero, de nuevo, he visitado la mayoría de los z calos de las principales ciudades de México y, en mi opinión, este zócalo con el de Yucatán siguen siendo los mejores, Ciudad de México. estaría en la lista, pero la ciudad había permitido que los idiotas la invadieran, así que sí. En este zócalo encuentras todo lo que puedas necesitar para pasar un buen rato paseando. Comida por doquier, una linda fuente, al lado de la Catedral más grande de México y todo tipo de vendedores. ¡Sobre todo, definitivamente necesitas visitar el zócalo si estás en Puebla! ¡Ven a Puebla, seguro que te quedas!","Visalia, CA",26 de enero de 2021,oct de 2020
,Muy activo.,"Z calo tiene una bonita fuente en el centro.La oficina de información turística del gobierno, los autobuses turísticos, los restaurantes y las tiendas están abiertos y practican procedimientos de desinfección y distanciamiento social. Agradable para caminar, la Catedral también se encuentra justo allí.","Zephyrhills, FL",18 de diciembre de 2020,oct de 2020
,bonito lugar,"muy bonito lugar y muy bien cuidado, está muy limpio. sus calles son empedradas y la hispitalidad de la gente agradable","Tuxpan, México",3 de diciembre de 2020,nov de 2020
,Agradable lugar,"Excelente lugar para pasear ! Incluso ahorita con el tema de pandemia, es un lugar hermoso para pasear a los pequeños","Ciudad Madero, México",12 de noviembre de 2020,nov de 2020
,Hermoso,"Todo puebla esta muy hermoso, colonial, muy limpio, edificios muy bonitos, mucha historia. Dulces tipicos",,11 de noviembre de 2020,nov de 2020
,Catedral,"Preciosa, imperdible. Tomar un tour para que les expliquen los retablos, hace la gran diferencia recorrerla con un guía",Querétaro,5 de noviembre de 2020,nov de 2020
,No me gustó,Deberia de haber más seguridad  y mucha gente pidiendo dinero con cara de asaltarte  drogada no.me gusto deberían hacer algo,"Puebla, México",4 de noviembre de 2020,nov de 2020
,CATEDRAL SORPRENDENTE ,"La catedral es impresionante, increíble aunque falta algún servicio de guía para que entiendas y sepas toda su historia. Desconozco si hay visita huida al campanario, la hemos visitado por lo menos 8 veces y nadie nos lo ha ofrecido.El zócalo no ofrece nada relevante pero es bonito.","Ciudad de México, México",2 de noviembre de 2020,sept de 2020
,Caminar por el zócalo y comer ahí es una gran experiencia.,El visitar Puebla y no recorrer su centro histórico sería perderse de algo de la historia de Mexico. Cada calle guarda un secreto y el zócalo en particular a sido testigo de inumerables acontecimientos importantes.,"Ciudad de México, México",6 de septiembre de 2020,oct de 2019
,muy bonito,"es un lugar digno de admirarse, prefecto para pasar un buen rato ahícon muchas opciones para ir a comer, tomar algo o ir de compras ya que hay muchas tiendas cercael único detalle esq hay muchas gente pidiendo limosna, deberían de hacer algo al respecto por que en camino al hotel me tope con uno que en algún momento creí que me jalaría la bolsa","Poza Rica, México",31 de agosto de 2020,ago de 2020
,Bello como todos los Zócalos de México.,Tiene una oferta gastronómica muy importante y próximo al mismo una oferta cultural destacable. Julio de 2016,"Villa Ramallo, Argentina",27 de mayo de 2020,jul de 2019
,El mundo sería un lugar mejor si ...,"El mundo sería un lugar mejor si cada ciudad y pueblo tuviera un Zócalo. Y todo planificador municipal, director de parque y gerente de arte debe visitar Puebla para aprender cómo hacer un espacio público asombroso. No podía tener suficiente del centro de Puebla: las calles y los parques están llenos de gente feliz. Las sonrisas son frecuentes y la risa es fácil. Y eso es en un día laboral. Todo está súper limpio y nos sentimos seguros tanto de día como de noche. El Zócalo, o parque central, es el centro de todo. Alrededor del Zócalo hay suficiente cultura, sitios históricos, calles pintorescas, restaurantes y tiendas para poner celosa a cualquier ciudad.","Orillia, Canadá",13 de mayo de 2020,ene de 2020
,¡Imprescindible en Puebla!,"Esta es una plaza típica de una ciudad colonial mexicana, pero es hermosa. Muy grande y llena de árboles. Rodeado de restaurantes y otros comercios. ¡Lugar agradable!","Morelia, México",17 de abril de 2020,ene de 2020
,Olvida todo lo que creías saber sobre México y su gastronomía…. Es mejor !!,"Lo primero de un viaje a México es que México es todo lo que no sabías sobre México…. y más ~ y en una tierra que ofrece lo mejor de las experiencias interculturales que se remontan a miles de años atrás, hasta los mejores alimentos y acompañamientos actuales, modernos pero basados en la tradición, y ofrece todo en una deslumbrante variedad de colores y formas. y sabores. La cocina es exótica, infaliblemente creativa, infaliblemente especiada y aromatizada, y exquisitamente equilibrada en más formas de las que uno podría pensar. Olvídate de los tacos, nachos y tortillas. . eso es solo arañar la superficie de un vasto repertorio que te absorbe y mantiene tu cabeza dando vueltas con más. Verduras frescas y crudas, hierbas secas y flores preservadas, raíces y otras partes de plantas se incorporan de manera creativa, sin apretar y sin vacilar, en la corriente principal de la comida: tanto es así que algunos platos, cuando se sirven, parecen arreglos florales más para deleitar la vista que el paleta ... pero si no lo supiera mejor, se lo perdería enormemente. Yo ? No tenía ni idea ... ¡pero qué manera de aprender! ! Te agarra por tus papilas gustativas y luego baila balanceándote como una muñeca de trapo hasta que está listo ... lo que puede que nunca sea así.Fuimos invitados a visitar México por un querido amigo de nuestro vecindario en NY, que va todos los años. Fue un regalo especial y tuvimos mucha suerte de poder aceptarlo. Además de quedarnos con ella en Puebla durante 5 días, pasamos dos días en la Ciudad de México y luego 2 días en Puerto Vallarta. Cada lugar fue una experiencia en una cultura que asombró y encantó.Puebla tiene docenas de increíbles restaurantes por toda la ciudad antigua. Sin embargo, la mayor atracción son las más de 40 iglesias esparcidas por casi todos los bloques centrales de la ciudad. Y la plaza central, el Zócalo, es el principal punto de encuentro de la ciudad, donde todo sucede… lento y fácil. Los fines de semana, este espacio se llena de puestos de mercado, vendedores ambulantes, comerciantes, etc., y la arcada circundante es invadida por los numerosos restaurantes que ocupan la plaza, que ofrecen alimentos frescos y deliciosamente preparados para un desayuno tradicional, brunch o bien entrada. la cena, todo en mesas al aire libre dispuestas entre una deslumbrante variedad de comerciantes locales que venden sus productos mientras caminan cargando cargas imposibles de cosas, con montones de sombreros y también cargando niños en la cadera, para arrancar. Fascinante. Pero a diferencia de esos vendedores ambulantes en otros países, estas personas no te molestan en tu mesa a menos que uno los llame para algo.Entonces, este era nuestro primer día completo allí, y el domingo es día de mercado, así que salimos a desayunar tarde, y quiero decir tarde: antes de la siesta, casi ... en el Zócalo. Nos instalamos en un establecimiento que parecía prometedor, Puerta Azul, en el lado sombreado de la vasta plaza, y nos servimos una suntuosa comida de huevos, trozos de pollo, tortillas redondas y crujientes con camarones y salsa, pollo con otro tipo y un montón de cervezas y tequila (¡sí!) para empezar el día. ¿Cuándo en México, hacer como…? El brunch se sirve en forma de buffet, así que te sirves todo lo que quieras y te traen el café, los jugos y las bebidas a medida que los pides. No hay prisa: es solo un día más en el parque.Para los tres, nuestra cuenta fue de 432 pesos, que en ese momento era de unos 22 dólares. 00. Es asombroso lo lejos que llega el dólar en algunos lugares.","Nueva York, Estado de Nueva York",5 de abril de 2020,ago de 2019
,Punto de reunión,"Sin lugar a duda, el lugar exacto para reunirse con la familia o amigos es el Zocalo de Puebla, de ahí se puede partir a vivir experiencias maravillosas en ésta Ciudad, y si se cansan, sentarse un momento y ver a la gente pasar, disfrutar las vistas, la fuente, es algo que debes vivir.","Tehuacán, México",16 de marzo de 2020,mar de 2020
,"Centro tranquilo, seguro, hermoso: ¡belleza por doquier!","Estuve en mayo del 2018, realizando investigación académica, y por motivos que desconozco mi reseña no aparece, aunque sí está lo que escribí sobre otros lugares durante mi viaje. En fin, Puebla me cautivó a tal punto que quisiera irme a vivir allá.","Filadelfia, Pensilvania",12 de marzo de 2020,abr de 2019
,Pintoresco,"Excelente lugar para pasear, comprar dulces y Talavera. También puedes visitar sus famosas iglesias.","Ciudad de México, México",12 de marzo de 2020,mar de 2020
,Zocalo,Súper bonito el lugar nos tocó la feria del libro todo muy ordenado y limpio de ahí tomamos el turibus también muy recomendado,,12 de marzo de 2020,mar de 2020
,Gran centro poblano,"Magnífica plaza, corazón de la ciudad, con edificios nobiliarios y administrativos.Marca el ritmo de la ciudad.Bares y restaurantes para disfrutarImprescindible.","Logroño, España",11 de marzo de 2020,ago de 2019
,Hermosa plaza ,"Es miy bella, se puede disfrutar de la arquitectura, una mañana o tarde de caminar y también disfrutar de la gastronomía de los restaurantes a su alrededor. ","San José Iturbide, México",10 de marzo de 2020,mar de 2020
,Recomendable,"Hay varias cosas que visitar, comer, conocer, excelente lugar para tomarte fotos y caminar, tomar un helado. ","Ciudad de México, México",9 de marzo de 2020,mar de 2020
,Paseo,Me divertí muchisimo las fotos quedaron excelentes mucha variedad de comida al alcance de todos muchas cosas que visitat,"Puebla, México",25 de febrero de 2020,feb de 2020
,Un poco triste,Si bien es majestuosa la arquitectura las autoridades deberían ser cuidadosas ví muchos indigentes y pobreza social,,18 de febrero de 2020,feb de 2020
,Conociendo puebla ,"Puebla que ciudad tan bonita, muy cultural me encanto, gente agradable muy educados, volveré sin duda ","Puebla, México",17 de febrero de 2020,dic de 2019
,Un sitio lleno de actividad en el casco histórico,"Cuando vienen a Puebla deben visitar el zócalo, muchos souvenir, mercados, las iglesias y otras atracciones están cerca","Turrialba, Costa Rica",11 de febrero de 2020,nov de 2019
,Fin de semana ,"Visita de sábado a esta linda plaza, rodeada de bellezas arquitectónicas, historia y sus exquisitos platos en varios restaurantes y cafeterías. Disfrutar del sonar del aire en los árboles,  del trinar de las aves.Un paraíso. ","Puebla, México",11 de febrero de 2020,dic de 2019
,No me encanta,"El zócalo de Puebla es un caos, en cuanto a cultura y buscar algo diferente que hacer el centro de Puebla es una opción excelente, por el otro lado el zócalo es bastante sucio y tiene un aspecto un poco fúnebre, no siento paz ni ganas de disfrutar cuando llegó a ir por esos rumbos, desde encontrar estacionamiento hasta el ir caminando por sus calles se respiran aires de inseguridad (sobre todo cuando es de noche), le falta organización, mayor vigilancia y un plan para apoyar a los vendedores ambulantes, una buena idea podría ser dedicar un espacio como lo hizo Cholula cerca de la pirámide dónde colocaron carritos para que la gente coloque ahí sus negocios sin necesidad de una renta.Algunas esquinas huelen a orina y siempre hay mucha basura.","Puebla, México",30 de enero de 2020,dic de 2019
,Precioso,"El Zócalo, como punto de partida para visitar Puebla , merece en sí una visita con o sin guía. No es peligroso pasear por el centro y os recomiendo hacerlo de mañanita , tranquilamente admirando los bonitos edificios y el bullicio de la gente","Punta Umbria, España",26 de enero de 2020,may de 2019
,El zócalo,"Sin dudas de lo más bonito en Puebla, hay que conservarlo limpio n.nSus calles empedradas, su maravillosa vista. Sin dudas poder disfrutar de un helado mientras miras a la gente pasear sin preocupaciones te da una sensación de quietud y tranquilidad. ","Puebla, México",25 de enero de 2020,oct de 2019
,Zócalo hermoso,"Para la celebración del día de muertos lindísimo ambiente, muy seguro ,buena comida y hoteles coloniales","San Carlos, Alajuela",15 de enero de 2020,ene de 2020
,Sucio y con muchos ambulantes ,"Resultado de una política pública sin idea, puedo ver la caída notable del. Centro de la cuidad, muros de las fachadas en declive, varios comercios formales y ambulantes por donde sea, que son agresivos y con productos cada vez más sucios. Los comentarios de los que conozco y que vivimos aquí son evitarlo de ser posible. ","Puebla, México",13 de enero de 2020,dic de 2019
,Turistiando,"Agradable lugar, bonita experiencia, nos encanto no conociamos puebla y queremos volver pronto,saludos.",,12 de enero de 2020,ene de 2020
,seguro para caminar,"este lugar es limpio seguro y bonito, se puede recorrer en corto tiempo y tiene muchos atractivos turisticos a su alrededor",Costa Rica,6 de enero de 2020,dic de 2019
,Falta de Información Fin de Año,Nos recomendaron el Zócalo de Puebla para fin de año porque normalmente hay fuegos artificiales. Este fue el motivo principal de la visita y pasar fin de año en Puebla.Reservemos en un restaurante con balcón para tener vista al zócalo y poder disfrutar de los fuegos artificiales.Desafortunadamente no hubo nada y todos los locatarios se quejaban de la falta de información del LM G. Barbosa.Ni siquiera en los Centros de Información al Turismo tenían conocimiento de las actividades para cierre de año o alguna actividad para la noche de Fin de Año 2019. Que vergonzoso que lleguen Turistas a preguntar y no sepan que decirles.,"Santa María la Ribera, México",2 de enero de 2020,dic de 2019
,Buen sitio,"Buen lugar para ir con familia, existen otros estados que su zócalo es área de delincuentes y limosneros que de forma agresiva piden dinero, en Puebla se siente la seguridad y amabilidad de la gente que trabaja y vende en él área del zócalo, esta limpio y con muchos edificios históricos.","Tuxtla Gutiérrez, México",1 de enero de 2020,dic de 2019
,Una parada obligada si vas a Puebla.,"Variedad de establecimientos, camioncitos turísticos a la mano, algo sucio y con olor extraño además de ambulantaje pero pues como en todos lados :/ ","Zacatecas, México",1 de enero de 2020,dic de 2019
,Tomate tu tiempo,"Me faltó tiempo. Salí temprano de la terminal de Cdmx y en un par de horas estábamos en la heroica Puebla. Un clima magnífico, gente cálida, artesanías y dulces de lo que busques y la comida, tema aparte. Almorzamos en el zócalo frente a la catedral en un restaurante con balcones antiguos, ceramica de Talavera y sabores que aún siguen en mi memoria. Hay tours en tranvía y buses que hacen distintos recorridos. Caminamos todo el centro histórico tranquilas, seguras y a la nochecita nos tocó regresar pero daba para quedarse una noche...La próxima será.","Buenos Aires, Argentina",30 de diciembre de 2019,oct de 2019
,Lugar hermoso para caminar,"Un lugar muy bonito para caminar, ver artesanías y tomar fotografías. Existen varios restaurantes al rededor, un detalle es qué hay demasiados vendedores que te ofrecen sus productos cada 2 minutos mientras esperas tu comida.","San Salvador, El Salvador",30 de diciembre de 2019,dic de 2019
,Muy bonito pero muy desordenado,"Cómo muchos zócalos de las ciudades coloniales, este tiene una plazuela dónde en su alrededor hay restaurantes y cafecitos, desgraciadamente en este todos los comercios son muy desordenados y algunos hasta sucios. Desgraciadamente caímos en uno que nos sirvió la peor pizza y papas a la francesa de nuestras vidas, así que cuidado al escoger.Fuera de mala oferta gastronómica, la plaza como tal es hermosa y en la época navideña la decoran muy bonito.Mi sugerencia es que pasen solo por ahí para las fotos pero sigan a las calles aledañas en dónde hay algunos museos y rspaurantes que valen mucho la pena.",,29 de diciembre de 2019,dic de 2019
,Hermoso lugar que estas obligado a conocer en cualquier ciudad Centro,"Encontraras lugares donde puedes realizar compras de artesanías, compra de alimentos rápidos así como restaurantes desde una fonda hasta un restaurante de lujo, no olvides conocer calle de los sapos pintoresco lugar donde puedes tomar muchas selfies, Lugar excelente para conocer la historia de puebla ademas hay actividades culturales.","Ciudad de México, México",27 de diciembre de 2019,dic de 2019
,Lindo,"La verdad, como cualquier otro zócalo, buen lugar para caminar y disfrutar de la vista de los árboles, gente y edificios. ","El Paso, TX",18 de diciembre de 2019,dic de 2019
,Para recorrer a pie,"El zócalo de Puebla es ideal para recorrerlo a pie, admirar toda la arquitectura colonial, tener el tiempo de detenerse y admirar artesanias y disfrutar de la plaza, tomarse un café en diversas opciones, disfrutar de un delicioso desayuno en los restaurantes de la plaza","Ojo de Agua, México",17 de diciembre de 2019,nov de 2019
,Lamentable Trabajo del Ayuntamienro,"Es muy triste ver las condiciones en que tenemos el centro de la ciudad, lleno de basura, inseguridad y consecionado a los negocios establecidos en los portales, actualmente desbordados hacia afuera de los mismos, en ninguna ciudad he visto semejante barbaridad, el negocio de unos cuanto a costa de perder espacios bellos destinados a propios y extraños.","La Puebla de Valverde, España",15 de diciembre de 2019,dic de 2019
,Buen turismo,"Muy bonita arquitectura, clima agradable y perfecto para tomar fotos y pasarla bien. Los restaurantes alrededor del zócalo hacen que este punto de la ciudad sea visita obligada.",,10 de diciembre de 2019,nov de 2019
,Paseo,"Maravillosa ciudad,quedé enamorado de cada rincon. Tuve la dicha de visitar el zócalo el día de ayer y luce hermoso con esa decoración navideña en verdad que te falta tiempo para tomarte todas las selfies que quieras en cada uno de los adornos,paisajes al por mayor para los amantes de la fotografía,etc. Recomendado al 100%","Minatitlán, México",8 de diciembre de 2019,dic de 2019
,Arquitectura Historica...,"Como muchos pueblos de Mexico, gran arquitectura, iglesias espectaculares, y un ambiente de histórico digno de visitar.","San José, Costa Rica",3 de diciembre de 2019,oct de 2019
,de verdad que es bello,"bellisimo zócalo a menor escala que el de la ciudad de Mexicosu iglesia sus alrededores su parque sus colores,todo de este lugar me encanto  Puebla merece un día completo al memos,pasear por sus alrededores es gratificante","San Rafael, Costa Rica",28 de noviembre de 2019,nov de 2019
,Muy bonito!,"Su estructura colonial me encanta, y su sitio iglesias, la comida, camitas, mole, y sus antojitos. 🙌🏻😊","Playa del Carmen, México",28 de noviembre de 2019,nov de 2019
,Zócalo de Puebla,"Zócalo de Puebla,lugar para admirar las bellas construcciones del centro histórico,comer la excelente comida poblana o disfrutar de un excelente café.",,24 de noviembre de 2019,nov de 2019
,Para salir a caminar.,"El primer día en Puebla visitamos el zócalo con una guía de estacionmexico, super recomendable ya que nos dio muchas y muy buenas recomendaciones. Hablando del zócalo nos pareció limpio pero hay mucho trafico, muchas opciones para comer de acuerdo al presupuesto.","Monterrey, México",21 de noviembre de 2019,sept de 2019
,Lindo Puebla ,Limpio bello genial su hospitalidad muy bien comida la gente nos atendía excelente los tours muy bien todo a tiempo ,"Puebla, México",19 de noviembre de 2019,nov de 2019
,El mejor zócalo de México,"El zócalo del Puebla es el más bonito de las capitales mexicanas, es un espacio muy tradicional y colorido.",Mexico,18 de noviembre de 2019,nov de 2019
,Arquitectura colonial y parque ,"Es un excelente lugar para encuentros o citas, también para esparcimiento y actividades recreativas, hay restaurantes agradables, lugares para fotografías y lugares para pasar un excelente día, en las tardes hay actividades culturales","Puebla, México",15 de noviembre de 2019,jul de 2019
,Un bonito lugar para conocer,"Es un lugar bastante bonito por la arquitectura colonial de sus edificios, los restaurantes que se encuentran entre los arcos y en fines de semana y días festivos siempre encuentras alguna exposicion o evento para entretenerte o, durante la semana, puedes disfrutar de pasar el rato leyendo o comiendo un helado sentado en alguna de sus bancas. 100% recomendado de conocer si vienes por primera vez a la ciudad de Puebla.","Puebla, México",10 de noviembre de 2019,oct de 2019
,Escapada en pareja romántica y cultural!,"Excelente ciudad para hacer de todo, cultura, comida, paisajes, diversión, gente! Hay para todos los gustos y presupuestos...","Ciudad de México, México",7 de noviembre de 2019,nov de 2019
,Siempre excelente,"Nunca te arrepentirás de acudir al centro de Puebla, recorrer sus calles, restaurantes, catedral etc, excelente lugar para visitar",,6 de noviembre de 2019,nov de 2019
,Centro histórico Puebla,"Una opción muy buena para conocer esta linda ciudad, una variedad ilimitada de actividades que puedes realizar Museos,actividades al aire libre y la gastronomía para todos los bolsillos altamente recomendable!!!!!","Puebla, México",5 de noviembre de 2019,nov de 2019
,Paseo,"Muy agradable y hay muchas alternativas para visita con niños pequeños, todos se divierten, en fin de semana hay actividades culturales para todos",,24 de octubre de 2019,oct de 2019
,Zócalo de Puebla,Muy hermoso el zócalo de Puebla muy seguro porque hay vigilancia y los policías orientan muy bien a los turistas espero volver pronto saludos desde el estado de México.,"Atizapán de Zaragoza, México",24 de octubre de 2019,oct de 2019
,Paseo,Muy bonita y limpia mucha historia y ademas oyes musica de agicionados que tocan y cantan muy bonito,,21 de octubre de 2019,oct de 2019
,La esencia de un pueblo mexicano,"Me encanta la vida que se siente en esta plaza. Los vendedores ambulantes, las familias alrededor de la fuente, los niños jugando, grupos de música tocando, etc. Es bellísima de día, pero espectacular de noche.","Santo Domingo, República Dominicana",19 de octubre de 2019,sept de 2019
,centro histprico para caminar,"El zócalo de puebla esta rodeado de lugares de gran interés, antes de inicia su paseo se recomienda visitar la oficina de orientación al turista, la cual se localiza en los portales, junto al teatro de la ciudad. Hay muchos restaurantes, esta el museo de la biblioteca Palafoxiana y el museo de los tesoros de la catedral, también esta la casa de cultura, los fines de semana hay eventos culturales y artísticos. Y no debe de faltar la visita a ala catedral. La alameda es un lugar muy agradable para caminar  o sentarse a descansar un poco bajo la agradable sobra de los arboles y también los domingos hay eventos artísticos y musicales.","Toluca, México",16 de octubre de 2019,oct de 2019
